team_id,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,buildUpPlayDribbling,next_date,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_right,preferred_foot_left,attacking_work_rate_medium,attacking_work_rate_high,attacking_work_rate_low,defensive_work_rate_medium,defensive_work_rate_high,defensive_work_rate_low,height,weight
8485,2010-02-22,70,70,70,70,70,60,70,70,0,1,0,1,1,0,64.0,2011-02-22,65.02703349282297,71.3,49.68181818181819,41.99904306220096,56.961244019138746,54.77153110047848,39.806220095693774,51.442822966507165,44.914832535885175,42.63708133971291,51.57535885167464,57.274880382775116,65.52846889952154,67.04138755980861,61.47942583732057,58.55263157894736,63.675358851674616,55.469377990430615,66.72535885167467,69.14593301435404,68.23684210526315,43.24569377990431,54.961961722488034,50.55956937799043,46.95526315789473,55.97703349282296,46.87224880382775,46.348086124401924,50.516028708133966,44.965311004784695,15.632057416267946,19.072727272727274,27.55980861244019,19.600239234449766,18.55526315789474,77.10526315789474,22.894736842105264,0.7206244778613201,0.20247493734335836,0.07690058479532162,0.7937447786131997,0.18856516290726813,0.01769005847953216,182.12583200425306,163.41892610313658
8485,2011-02-22,47,52,53,48,52,47,47,52,0,1,0,1,1,0,64.0,2012-02-22,63.594772727272726,68.94181818181819,49.47886363636363,40.12272727272728,57.42704545454545,56.28250000000001,33.68318181818181,50.86886363636364,43.27045454545454,41.79386363636364,50.3125,57.69318181818181,65.58931818181819,65.5409090909091,60.49000000000001,57.58522727272727,63.37840909090909,51.28840909090909,65.11818181818182,69.22045454545454,69.34159090909091,40.971363636363634,58.48022727272728,47.30886363636364,43.97113636363636,53.31522727272727,44.48659090909091,45.26363636363637,48.07295454545455,44.39090909090909,14.567272727272728,16.091136363636366,13.990454545454545,15.988181818181818,14.123409090909092,65.31818181818183,32.18181818181818,0.7693876262626262,0.10525252525252524,0.1003598484848485,0.8314457070707071,0.12895833333333334,0.014595959595959591,181.28480303030304,164.74696969696967
8485,2012-02-22,58,62,45,70,55,40,40,60,0,1,0,1,1,0,64.0,2013-09-20,63.29322314049588,67.18644628099173,48.0287603305785,41.73735537190081,54.17619834710745,56.295206611570244,36.359173553719,53.489256198347114,39.53933884297521,42.15190082644627,52.46859504132232,58.313388429752045,62.910082644628105,64.10165289256199,64.36264462809916,59.92743801652893,63.7284297520661,49.793884297520655,68.4299173553719,67.11735537190081,68.78479338842975,40.40462809917354,57.166115702479345,49.1310743801653,43.85140495867768,54.13851239669423,45.26661157024794,45.48528925619834,49.26181818181818,44.746115702479344,14.502644628099173,15.604297520661161,13.366115702479341,15.943966942148759,14.957355371900828,56.79338842975206,41.388429752066116,0.74178145087236,0.12157943067033974,0.11845730027548207,0.8443893480257116,0.043324150596877865,0.09410468319559227,181.7746451790633,160.8145867768595
8485,2013-09-20,62,45,40,50,55,42,42,60,0,1,0,1,1,0,64.0,2014-09-19,64.37100737100738,68.1916461916462,51.09090909090909,46.47911547911548,54.275184275184266,58.82063882063883,40.42014742014742,56.805896805896815,43.84029484029483,46.82555282555282,52.74201474201474,60.34398034398036,65.03931203931205,67.3120393120393,66.73464373464371,60.50614250614251,68.02211302211303,51.970515970515976,71.23587223587225,68.17444717444718,67.09090909090911,46.830466830466825,58.5061425061425,47.01474201474201,45.899262899262894,52.189189189189186,49.91154791154792,46.950859950859936,48.530712530712535,44.90171990171989,14.68058968058968,16.746928746928745,13.363636363636365,15.194103194103194,15.395577395577394,56.631176631176615,43.368823368823364,0.7082446082446081,0.16546546546546542,0.12628992628992627,0.8325689325689326,0.09096369096369092,0.07646737646737645,180.16317772317768,158.98634998634998
8485,2014-09-19,58,62,56,68,57,41,42,60,0,1,0,1,1,0,64.0,2015-09-10,65.19856459330144,67.57416267942583,51.277511961722496,47.67703349282297,54.672248803827756,59.79904306220096,41.26794258373206,58.24880382775118,46.19377990430623,47.27751196172248,52.27511961722488,61.122009569377965,69.86124401913875,72.22966507177033,70.27033492822967,61.071770334928225,70.34449760765548,54.246411483253596,72.85885167464114,71.66267942583733,66.54066985645935,48.02631578947368,56.73684210526316,47.447368421052616,46.389952153110045,51.583732057416256,50.42583732057417,46.811004784689,48.071770334928225,44.509569377990424,14.602870813397134,16.739234449760765,13.47368421052632,15.246411483253588,15.35167464114832,63.51674641148322,36.48325358851674,0.6662679425837321,0.24330143540669855,0.09043062200956938,0.7361244019138755,0.13349282296650716,0.1303827751196172,179.55612440191388,160.9269005847953
8485,2015-09-10,59,53,51,72,63,49,45,63,0,1,1,0,1,0,64.0,,67.29201101928375,69.86776859504133,52.64738292011019,44.11570247933884,54.16528925619835,61.84297520661157,40.162534435261705,59.46831955922866,50.07162534435262,48.60606060606061,54.58953168044077,62.57024793388429,70.47382920110192,71.74655647382922,69.79063360881543,63.553719008264466,69.93388429752065,53.54545454545456,69.03856749311295,72.38567493112947,67.26721763085399,46.20661157024794,57.796143250688715,50.39118457300276,46.443526170798904,54.06060606060606,48.6198347107438,48.732782369146,50.573002754820926,47.15151515151515,15.58126721763085,16.71900826446281,14.581267217630856,16.28650137741047,15.804407713498618,58.928680746862575,41.07131925313743,0.5075298438934802,0.4836547291092746,0.008815426997245178,0.4531374349556168,0.4716559534741353,0.07520661157024792,179.40547903275174,160.6510560146924
8576,2011-02-22,65,45,65,65,50,45,45,50,0,1,0,1,1,0,57.0,2012-02-22,66.66666666666667,71.52651515151514,49.33712121212121,41.59090909090909,53.90151515151515,60.47348484848485,37.80681818181818,48.36363636363637,44.69318181818182,48.45833333333334,56.41287878787879,60.99621212121213,60.52651515151515,60.58333333333334,61.61363636363637,63.59848484848485,63.5189393939394,54.47348484848485,62.74621212121213,61.12121212121213,64.63636363636364,48.74242424242425,62.27272727272727,44.29166666666666,45.83333333333334,56.48863636363637,51.91287878787879,47.15530303030303,48.37878787878788,44.54166666666666,16.140151515151516,15.477272727272727,15.193181818181818,14.69318181818182,17.424242424242422,70.22727272727273,29.77272727272727,0.8212121212121212,0.09204545454545454,0.08674242424242422,0.9806818181818184,0.0037878787878787884,0.015530303030303028,181.61427609427608,165.92382154882156
8576,2012-02-22,59,52,48,34,52,38,47,53,0,1,0,1,1,0,57.0,2014-09-19,67.7939393939394,71.06565656565658,52.95151515151515,44.25757575757576,57.18181818181818,61.9939393939394,39.574747474747475,51.468686868686866,47.33131313131313,48.24545454545454,58.534343434343434,62.485858585858594,63.04646464646464,63.095959595959606,64.04040404040404,64.25656565656566,64.23636363636363,56.0939393939394,64.67676767676767,63.352525252525254,65.86060606060606,51.237373737373744,64.13838383838386,49.47979797979797,49.775757575757574,55.961616161616156,52.06666666666667,49.37979797979797,51.502020202020205,47.62424242424243,16.485858585858587,14.784848484848485,16.338383838383837,15.200000000000005,16.850505050505053,66.14646464646465,33.853535353535364,0.7932154882154883,0.16415824915824914,0.042626262626262616,0.8641414141414141,0.0902020202020202,0.04565656565656566,181.99769921436592,167.84377104377106
8564,2010-02-22,45,30,55,45,70,30,35,60,1,0,1,0,0,1,70.0,2011-02-22,79.95909090909092,86.42045454545455,63.85,51.92272727272727,65.29090909090908,74.14318181818182,62.32522727272728,67.82954545454545,60.75113636363636,58.43181818181817,68.47727272727272,75.20909090909092,74.85227272727272,75.37045454545455,71.48272727272727,76.15454545454546,74.94295454545455,72.325,72.53886363636362,75.0,73.48863636363635,65.83636363636364,68.68863636363638,64.725,67.34318181818182,75.5343181818182,66.1659090909091,53.0590909090909,59.33863636363636,57.67909090909092,15.59318181818182,19.78636363636364,36.575,20.16136363636364,20.368181818181817,92.06818181818184,7.9318181818181825,0.6708838383838384,0.269040404040404,0.06007575757575756,0.5523989898989898,0.3827272727272727,0.06487373737373736,182.02820202020203,170.8810606060606
8564,2011-02-22,65,50,50,60,50,50,50,50,0,1,1,0,0,1,70.0,2012-02-22,80.57828282828284,83.70959595959597,65.91666666666669,52.17929292929293,64.67171717171716,74.31565656565657,63.56565656565657,68.26767676767676,64.51010101010101,57.33333333333334,70.5429292929293,74.1439393939394,72.53535353535355,72.74494949494948,71.48232323232324,78.08838383838385,66.89393939393939,73.94949494949495,74.51262626262627,74.66919191919192,73.85353535353536,66.63383838383838,71.90656565656566,61.10606060606061,62.623737373737384,70.91161616161617,63.601010101010104,55.37878787878788,64.18181818181819,60.81818181818181,16.11363636363636,16.292929292929298,16.265151515151516,16.219696969696965,17.28030303030303,92.09595959595958,7.904040404040406,0.6780583613916947,0.3219416386083053,0.0,0.5214365881032548,0.4209876543209876,0.057575757575757565,182.60390684624016,174.2517115600449
